2018-11-19 14:24:35.3773 ERROR                   21|            CheckLoginStep |               DoStep | [172.16.1.139][1] CheckLogin failed KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Невозможно соединиться с удаленным сервером ---> System.Net.Sockets.SocketException: Подключение не установлено, т.к. конечный компьютер отверг запрос на подключение 172.16.1.139:50003
2018-11-20 16:43:54.0650 ERROR                   59|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-20 16:47:35.7691 ERROR                   50|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-20 16:47:44.6754 ERROR                   53|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-20 17:09:26.6881 ERROR                   36|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-20 17:24:40.3444 ERROR                   33|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-20 17:54:56.8912 ERROR                   45|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-20 18:03:21.3600 ERROR                   47|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 07:35:14.1538 ERROR                   61|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 08:39:55.6518 ERROR                   36|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:01:56.3677 ERROR                   54|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:02:04.3423 ERROR                   65|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:02:13.1997 ERROR                   66|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:02:15.0093 ERROR                   66|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:03:04.0406 ERROR                   66|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:03:50.7134 ERROR                   56|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:03:58.1977 ERROR                   33|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:40:48.7153 ERROR                   55|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:40:55.6811 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:41:04.7749 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:41:14.4184 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:41:30.5239 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:46:08.0730 ERROR                   33|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:46:17.5395 ERROR                   50|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:46:20.5444 ERROR                   54|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:46:21.1372 ERROR                   50|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:47:22.2896 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:47:29.0552 ERROR                    6|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:47:33.1186 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:47:33.9468 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:47:50.9644 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:47:53.1177 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:47:56.9458 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:48:47.9458 ERROR                   61|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 09:58:31.6489 ERROR                   47|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 10:08:46.6226 ERROR                    6|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 10:09:49.2339 ERROR                   36|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:08:24.4146 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:08:29.6851 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:09:33.4194 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:09:34.6079 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:09:39.4204 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:09:49.4927 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:15:56.1020 ERROR                   13|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:16:04.1489 ERROR                   13|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:16:15.2769 ERROR                   33|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:16:17.4614 ERROR                   33|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:31:10.3541 ERROR                   43|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:40:27.0610 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:47:27.5776 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:47:34.1333 ERROR                   46|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:48:32.1811 ERROR                   46|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:48:38.7143 ERROR                   46|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:50:51.6050 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:50:57.9614 ERROR                   46|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:51:33.5161 ERROR                   45|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:51:59.8852 ERROR                   55|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 11:57:27.3696 ERROR                   40|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 12:29:50.8833 ERROR                   39|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 12:31:23.1694 ERROR                   39|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 12:31:27.0776 ERROR                   43|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 12:31:27.6489 ERROR                   43|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 12:33:57.1655 ERROR                   37|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:13:23.5103 ERROR                   43|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:13:30.2739 ERROR                   43|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:29:26.0435 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:32:03.7895 ERROR                   43|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:33:07.6528 ERROR                    6|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:36:06.1802 ERROR                   44|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:53:46.3415 ERROR                   44|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:54:02.2290 ERROR                   44|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 14:54:04.6645 ERROR                   49|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:00:08.1675 ERROR                   18|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:27:31.7895 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:27:32.9946 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:27:47.8677 ERROR                   51|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:28:14.4614 ERROR                    6|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:28:15.5708 ERROR                    6|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:35:02.8560 ERROR                   37|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:35:53.0552 ERROR                   62|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:36:01.3999 ERROR                   44|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:36:03.2593 ERROR                   18| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:36:11.2495 ERROR                   58| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:36:24.2964 ERROR                   55| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:36:32.4848 ERROR                   53| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:36:42.4536 ERROR                   47| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:37:09.2358 ERROR                   33| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:37:15.2641 ERROR                   47| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:38:32.1978 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:40:13.0239 ERROR                   52|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:41:26.8013 ERROR                   59| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:41:30.5493 ERROR                   18| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:42:08.9556 ERROR                   53| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:42:42.1304 ERROR                   49| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:42:44.8052 ERROR                   55| nticateWithBrowserCommand |           ToCardPage | [172.16.1.134][2] Error in page change. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:48:53.0102 ERROR                   33|            CheckLoginStep |               DoStep | [172.16.1.134][2] CheckLogin failed KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:50:47.4448 ERROR                   52|            CheckLoginStep |               DoStep | [172.16.1.134][2] CheckLogin failed KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:53:32.7896 ERROR                   60|    ThumbTopPositionHelper |              Execute | Current page not defined. 
2018-11-21 15:53:45.8088 ERROR                   34|            CheckLoginStep |               DoStep | [172.16.1.134][2] CheckLogin failed KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 15:54:49.4937 ERROR                    5|      ContainerBootstraper |                Start | An error occurred during terminal server startup Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate TerminalServer.Communicator.NMQ.NetMQDS9Box ---> System.Reflection.TargetInvocationException: Адресат вызова создал исключение. ---> System.Net.Sockets.SocketException: Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера 127.0.0.1:54343
2018-11-21 15:54:49.5152 ERROR                    5|                 <no type> |          <no method> | TS started with error System.AggregateException: Произошла одна или несколько ошибок. ---> Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate TerminalServer.Communicator.NMQ.NetMQDS9Box ---> System.Reflection.TargetInvocationException: Адресат вызова создал исключение. ---> System.Net.Sockets.SocketException: Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера 127.0.0.1:54343
2018-11-21 16:07:11.8354 ERROR                   11|          DeviceInfoSource |       LoadDeviceInfo | [172.16.1.134][2] Error during device info processing occurred. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:07:11.8618 ERROR                   11|              <Invoke>d__2 |             MoveNext | Error processing request: [[172.16.1.134] [GET] on port: [5022], uri:[/et/v1/2/auth/logout], query: []] Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate YSoft.Sqta.Client.Resolvers.KonicaMinoltaClientSettingsResolver ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:08:11.0571 ERROR                   11|          DeviceInfoSource |       LoadDeviceInfo | [172.16.1.134][2] Error during device info processing occurred. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:08:11.0571 ERROR                   11|              <Invoke>d__2 |             MoveNext | Error processing request: [[172.16.1.134] [GET] on port: [5022], uri:[/et/v1/2/auth/logout], query: []] Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate YSoft.Sqta.Client.Resolvers.KonicaMinoltaClientSettingsResolver ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:09:13.1655 ERROR                   11|          DeviceInfoSource |       LoadDeviceInfo | [172.16.1.134][2] Error during device info processing occurred. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:09:13.1655 ERROR                   11|              <Invoke>d__2 |             MoveNext | Error processing request: [[172.16.1.134] [GET] on port: [5022], uri:[/et/v1/2/auth/logout], query: []] Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate YSoft.Sqta.Client.Resolvers.KonicaMinoltaClientSettingsResolver ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:10:40.6060 ERROR                   10|                    Client |      RequestResponse | Box disconnected (before send) 
2018-11-21 16:10:40.6060 ERROR                   10|  TerminalLoaderMiddleware |         LoadTerminal | Unable to load terminal. Returning 403. 
2018-11-21 16:10:46.7505 ERROR                   10|                    Client |      RequestResponse | Box disconnected (before send) 
2018-11-21 16:10:46.7505 ERROR                   10|  TerminalLoaderMiddleware |         LoadTerminal | Unable to load terminal. Returning 403. 
2018-11-21 16:12:11.5356 ERROR                   10|          DeviceInfoSource |       LoadDeviceInfo | [172.16.1.134][2] Error during device info processing occurred. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:12:11.5503 ERROR                   10|              <Invoke>d__2 |             MoveNext | Error processing request: [[172.16.1.134] [GET] on port: [5022], uri:[/et/v1/2/auth/logout], query: []] Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate YSoft.Sqta.Client.Resolvers.KonicaMinoltaClientSettingsResolver ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:13:15.1431 ERROR                   10|          DeviceInfoSource |       LoadDeviceInfo | [172.16.1.134][2] Error during device info processing occurred. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:13:15.1489 ERROR                   10|              <Invoke>d__2 |             MoveNext | Error processing request: [[172.16.1.134] [GET] on port: [5022], uri:[/et/v1/2/auth/logout], query: []] Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate YSoft.Sqta.Client.Resolvers.KonicaMinoltaClientSettingsResolver ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:14:18.7027 ERROR                   10|          DeviceInfoSource |       LoadDeviceInfo | [172.16.1.134][2] Error during device info processing occurred. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:14:18.7114 ERROR                   10|              <Invoke>d__2 |             MoveNext | Error processing request: [[172.16.1.134] [GET] on port: [5022], uri:[/et/v1/2/auth/logout], query: []] Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate YSoft.Sqta.Client.Resolvers.KonicaMinoltaClientSettingsResolver ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:15:22.2280 ERROR                   10|          DeviceInfoSource |       LoadDeviceInfo | [172.16.1.134][2] Error during device info processing occurred. KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:15:22.2280 ERROR                   10|              <Invoke>d__2 |             MoveNext | Error processing request: [[172.16.1.134] [GET] on port: [5022], uri:[/et/v1/2/auth/logout], query: []] Castle.MicroKernel.ComponentActivator.ComponentActivatorException: ComponentActivator: could not instantiate YSoft.Sqta.Client.Resolvers.KonicaMinoltaClientSettingsResolver ---> System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> KONICAMINOLTA.OpenAPISDK.CommonLibrary.SDKLibraryWebException: Время ожидания операции истекло
2018-11-21 16:16:25.6275 ERROR                   34|          DeviceInfoSource |       LoadDeviceInfo | [17
